id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,ppa,offenseTimeouts,defenseTimeouts,wallclock,playCategory
252460025002,25246002501,252460025,1,1,California,Pac-10,0,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 0, 'minutes': 15}",19,81,1,10,7,False,Rush,"Marshawn Lynch rush for 7 yards to the CCD 26, tackled by Kiel McDonald.",0.5093405251529833,,,,run
252460025003,25246002501,252460025,1,2,California,Pac-10,0,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 10, 'minutes': 14}",26,74,2,3,0,False,Pass,"Nate Longshore, fumbled by Nate Longshore at the CCD 26, recovered by Justin Forsett to the CCD 26.",-0.8006785198676463,,,,pass
252460025004,25246002501,252460025,1,3,California,Pac-10,0,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 33, 'minutes': 13}",26,74,3,3,9,False,Pass,"Nate Longshore pass complete to Noah Smith for 9 yards to the CCD 35 for a 1ST DOWN, tackled by Chris Hurts and Matt Logue.",1.4872405050261248,,,,pass
252460025005,25246002501,252460025,1,4,California,Pac-10,0,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 0, 'minutes': 13}",35,65,1,10,3,False,Rush,Marshawn Lynch rush for 3 yards to the CCD 38.,-0.4062307312880424,,,,run
252460025006,25246002501,252460025,1,5,California,Pac-10,0,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 19, 'minutes': 12}",38,62,2,7,5,False,Rush,Marshawn Lynch rush for 5 yards to the CCD 43.,0.0926721665158929,,,,run
252460025007,25246002501,252460025,1,6,California,Pac-10,0,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 19, 'minutes': 12}",43,57,3,2,1,False,Pass,Nate Longshore pass complete to Craig Stevens for 1 yard to the CCD 44.,-0.7552511986427355,,,,pass
252460025008,25246002501,252460025,1,7,California,Pac-10,0,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 33, 'minutes': 11}",44,56,4,1,6,False,Rush,Marshawn Lynch rush for 6 yards to the 50 yard line for a 1ST DOWN.,2.470114841984847,,,,run
252460025009,25246002501,252460025,1,8,California,Pac-10,0,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 34, 'minutes': 10}",50,50,2,3,15,False,Pass,Nate Longshore pass complete to Thomas Decoud for 15 yards to the SES 35 for a 1ST DOWN.,0.812068722234923,,,,pass
252460025010,25246002501,252460025,1,9,California,Pac-10,0,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 58, 'minutes': 9}",65,35,1,10,4,False,Rush,"Marshawn Lynch rush for 4 yards to the SES 31, tackled by #99.",-0.0672821190442117,,,,run
252460025011,25246002501,252460025,1,10,California,Pac-10,6,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 26, 'minutes': 9}",69,31,2,6,31,True,Pass,Nate Longshore pass complete to Desean Jackson for 31 yards for a TOUCHDOWN.,,,,,pass
252460025012,25246002501,252460025,1,11,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 26, 'minutes': 9}",97,3,-1,-1,0,True,Extra Point Good,Anthony Felder extra point GOOD.,,,,,other
252460025013,25246002501,252460025,1,12,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 19, 'minutes': 9}",35,65,-1,-1,11,False,Kickoff,David Lonie kickoff for 53 yards returned by Ryan Coogler for 11 yards to the SES 23.,,,,,other
252460025018,25246002503,252460025,3,1,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 0, 'minutes': 7}",47,53,1,10,0,False,Pass,Marshawn Lynch pass incomplete to Marshawn Lynch.,-1.1527089917962545,,,,pass
252460025020,25246002503,252460025,3,2,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 57, 'minutes': 5}",34,66,2,23,3,False,Rush,"Marshawn Lynch rush for 3 yards to the CCD 37, tackled by Brandon Smith.",-0.08552707032257079,,,,run
252460025021,25246002503,252460025,3,3,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 25, 'minutes': 5}",37,63,3,20,17,False,Pass,Nate Longshore pass complete to Noah Smith for 17 yards to the SES 46.,1.3770699445839085,,,,pass
252460025022,25246002503,252460025,3,4,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 39, 'minutes': 4}",54,46,4,3,0,False,Punt,David Lonie punt for 32 yards punt out-of-bounds at the SES 14.,,,,,other
252460025027,25246002505,252460025,5,1,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 35, 'minutes': 2}",53,47,1,10,3,False,Rush,Marshawn Lynch rush for 3 yards to the SES 44.,-0.3535783157576075,,,,run
252460025028,25246002505,252460025,5,2,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 44, 'minutes': 1}",56,44,2,7,-1,False,Rush,"Marshawn Lynch rush for a loss of 1 yard, fumbled by Marshawn Lynch at the SES 46, recovered by Marshawn Lynch to the SES 46.",-1.3265518568408776,,,,run
252460025029,25246002505,252460025,5,3,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 22, 'minutes': 1}",54,46,3,9,0,False,Pass,"Nate Longshore pass incomplete to Noah Smith, broken up by Kiel McDonald.",-0.8699475122976805,,,,pass
252460025030,25246002505,252460025,5,4,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,1,"{'seconds': 17, 'minutes': 1}",54,46,4,9,0,False,Punt,"David Lonie punt for 29 yards, fair catch by Nick Miller at the SES 17.",,,,,other
252460025037,25246002507,252460025,7,1,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,2,"{'seconds': 18, 'minutes': 14}",37,63,1,10,3,False,Rush,"Justin Forsett rush for 3 yards to the CCD 40, tackled by #44.",-0.4199785122886155,,,,run
252460025038,25246002507,252460025,7,2,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,2,"{'seconds': 58, 'minutes': 13}",40,60,2,7,1,False,Rush,Justin Forsett rush for 1 yard to the CCD 41.,-0.7667149095937038,,,,run
252460025039,25246002507,252460025,7,3,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,2,"{'seconds': 12, 'minutes': 13}",41,59,3,6,19,False,Pass,Nate Longshore pass complete to Thomas Decoud for 19 yards to the SES 40 for a 1ST DOWN.,3.0481550715227286,,,,pass
252460025040,25246002507,252460025,7,4,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,2,"{'seconds': 6, 'minutes': 13}",60,40,1,10,0,False,Penalty,CALIFORNIA PENALTY 9 yard intentional grounding on Nate Longshore ACCEPTED NO PLAY.,,,,,other
252460025041,25246002507,252460025,7,5,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,2,"{'seconds': 31, 'minutes': 12}",51,49,2,19,8,False,Rush,"Marshawn Lynch rush for 8 yards to the SES 41, tackled by Brent Webber.",0.6574125501009753,,,,run
252460025042,25246002507,252460025,7,6,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,2,"{'seconds': 24, 'minutes': 12}",59,41,3,11,0,False,Pass,"Nate Longshore pass intercepted by Brandon Smith at the SES 37, returned for no gain to the SES 37.",-0.9249174587559335,,,,pass
252460025051,25246002509,252460025,9,1,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,2,"{'seconds': 38, 'minutes': 9}",3,97,1,10,2,False,Rush,"Marshawn Lynch rush for 2 yards to the CCD 5, tackled by Jacob Houston.",-0.16758684303650373,,,,run
252460025052,25246002509,252460025,9,2,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,2,"{'seconds': 22, 'minutes': 9}",5,95,2,8,10,False,Rush,Marshawn Lynch rush for 10 yards to the CCD 15 for a 1ST DOWN.,0.5041438549011952,,,,run
252460025053,25246002509,252460025,9,3,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,2,"{'seconds': 10, 'minutes': 9}",15,85,1,10,3,False,Rush,Marshawn Lynch rush for 3 yards to the CCD 18.,-0.18582583063851654,,,,run
252460025054,25246002509,252460025,9,4,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,2,"{'seconds': 25, 'minutes': 8}",18,82,2,7,9,False,Rush,Justin Forsett rush for 9 yards to the CCD 27 for a 1ST DOWN.,0.8740719462917896,,,,run
252460025055,25246002509,252460025,9,5,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,2,"{'seconds': 50, 'minutes': 7}",27,73,1,10,15,False,Rush,"Marshawn Lynch rush for 15 yards to the CCD 42 for a 1ST DOWN, tackled by Brett Shelton.",1.371012222182621,,,,run
252460025056,25246002509,252460025,9,6,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,2,"{'seconds': 36, 'minutes': 7}",42,58,1,10,0,False,Pass,Nate Longshore pass incomplete to Desean Jackson.,-1.1496266880203319,,,,pass
252460025057,25246002509,252460025,9,7,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,2,"{'seconds': 13, 'minutes': 7}",42,58,2,10,1,False,Rush,Justin Forsett rush for 1 yard to the CCD 43.,-0.6792563640695226,,,,run
252460025058,25246002509,252460025,9,8,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,2,"{'seconds': 15, 'minutes': 6}",43,57,3,9,-4,False,Pass,Nate Longshore pass complete to Marshawn Lynch for a loss of 4 yards to the CCD 39.,-0.7694330960676803,,,,pass
252460025059,25246002509,252460025,9,9,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,0,2,"{'seconds': 7, 'minutes': 6}",39,61,4,13,0,False,Punt,David Lonie punt for 43 yards.,,,,,other
252460025069,25246002511,252460025,11,1,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,3,2,"{'seconds': 10, 'minutes': 2}",18,82,1,10,4,False,Rush,"Marshawn Lynch rush for 4 yards to the CCD 22, tackled by Walter Brock.",-0.07889451759108734,,,,run
252460025070,25246002511,252460025,11,2,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,3,2,"{'seconds': 53, 'minutes': 1}",22,78,2,6,44,False,Pass,Nate Longshore pass complete to Sam Desa for 44 yards to the SES 34 for a 1ST DOWN.,3.630466605970268,,,,pass
252460025071,25246002511,252460025,11,3,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,3,2,"{'seconds': 41, 'minutes': 1}",66,34,1,10,0,False,Pass,"Joseph Ayoob pass incomplete, broken up by Brandon Smith.",-0.6630222646782312,,,,pass
252460025072,25246002511,252460025,11,4,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,3,2,"{'seconds': 29, 'minutes': 1}",66,34,2,10,0,False,Pass,"Joseph Ayoob pass incomplete, broken up by Kiel McDonald.",-0.8862898506969809,,,,pass
252460025073,25246002511,252460025,11,5,California,Pac-10,7,Sacramento State,California,Sacramento State,Big Sky,3,2,"{'seconds': 22, 'minutes': 1}",66,34,3,10,0,False,Pass,"Joseph Ayoob pass incomplete, broken up by Brandon Smith.",-1.0236879046157308,,,,pass
252460025074,25246002511,252460025,11,6,California,Pac-10,10,Sacramento State,California,Sacramento State,Big Sky,3,2,"{'seconds': 19, 'minutes': 1}",66,34,4,10,50,True,Field Goal Good,Anthony Felder 50 yard field goal GOOD.,1.5097261809046127,,,,other
252460025075,25246002511,252460025,11,7,California,Pac-10,10,Sacramento State,California,Sacramento State,Big Sky,3,2,"{'seconds': 13, 'minutes': 1}",35,65,-1,-1,17,False,Kickoff,David Lonie kickoff for 60 yards returned by Ryan Coogler for 17 yards to the SES 22.,,,,,other
252460025081,25246002513,252460025,13,1,California,Pac-10,10,Sacramento State,California,Sacramento State,Big Sky,3,2,"{'seconds': 30, 'minutes': 0}",44,56,1,10,0,False,Pass,Joseph Ayoob pass incomplete.,-1.1612466882658818,,,,pass
252460025082,25246002513,252460025,13,2,California,Pac-10,10,Sacramento State,California,Sacramento State,Big Sky,3,2,"{'seconds': 26, 'minutes': 0}",44,56,2,10,0,False,Pass,Joseph Ayoob pass incomplete to Noah Smith.,-0.8812901257339192,,,,pass
252460025083,25246002513,252460025,13,3,California,Pac-10,10,Sacramento State,California,Sacramento State,Big Sky,3,2,"{'seconds': 19, 'minutes': 0}",44,56,3,10,0,False,Pass,Joseph Ayoob pass incomplete to Noah Smith.,-0.5203815921674826,,,,pass
252460025084,25246002513,252460025,13,4,California,Pac-10,10,Sacramento State,California,Sacramento State,Big Sky,3,2,"{'seconds': 13, 'minutes': 0}",44,56,4,10,0,False,Punt,David Lonie punt for 44 yards punt out-of-bounds at the SES 12.,,,,,other
252460025087,25246002514,252460025,14,2,California,Pac-10,10,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 54, 'minutes': 14}",35,65,-1,-1,18,False,Kickoff,David Lonie kickoff for 61 yards returned by Ryan Coogler for 18 yards to the SES 22.,,,,,other
252460025092,25246002516,252460025,16,1,California,Pac-10,10,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 22, 'minutes': 13}",37,63,1,10,21,False,Rush,Marshawn Lynch rush for 21 yards to the SES 42 out-of-bounds for a 1ST DOWN.,1.7555753220056263,,,,run
252460025093,25246002516,252460025,16,2,California,Pac-10,10,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 0, 'minutes': 13}",58,42,1,10,4,False,Rush,"Marshawn Lynch rush for 4 yards to the SES 38, tackled by #99.",-0.1003137729896652,,,,run
252460025094,25246002516,252460025,16,3,California,Pac-10,10,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 0, 'minutes': 13}",62,38,2,6,0,False,Penalty,CALIFORNIA PENALTY 5 yard illegal touching on Craig Stevens ACCEPTED NO PLAY.,,,,,other
252460025095,25246002516,252460025,16,4,California,Pac-10,10,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 34, 'minutes': 12}",57,43,2,11,0,False,Pass,"Joseph Ayoob pass incomplete, broken up by Brett Shelton.",-1.052222351415418,,,,pass
252460025096,25246002516,252460025,16,5,California,Pac-10,10,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 29, 'minutes': 12}",57,43,3,11,0,False,Pass,Joseph Ayoob pass incomplete to Noah Smith.,-0.8748897038073657,,,,pass
252460025097,25246002516,252460025,16,6,California,Pac-10,10,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 20, 'minutes': 12}",57,43,4,11,0,False,Punt,David Lonie punt for 43 yards for a touchback.,,,,,other
252460025103,25246002518,252460025,18,1,California,Pac-10,10,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 4, 'minutes': 10}",76,24,1,10,0,False,Pass,Joseph Ayoob pass incomplete to Desean Jackson.,-0.4346450377339437,,,,pass
252460025104,25246002518,252460025,18,2,California,Pac-10,10,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 54, 'minutes': 9}",76,24,2,10,21,False,Rush,Marshawn Lynch rush for 21 yards to the SES 3 for a 1ST DOWN.,1.6516312536095816,,,,run
252460025105,25246002518,252460025,18,3,California,Pac-10,16,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 46, 'minutes': 9}",97,3,1,3,3,True,Rush,Marshawn Lynch rush for 3 yards for a TOUCHDOWN.,,,,,run
252460025106,25246002518,252460025,18,4,California,Pac-10,17,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 46, 'minutes': 9}",97,3,-1,-1,0,True,Extra Point Good,Anthony Felder extra point GOOD.,,,,,other
252460025107,25246002518,252460025,18,5,California,Pac-10,17,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 36, 'minutes': 9}",35,65,-1,-1,0,False,Kickoff,David Lonie kickoff for 65 yards for a touchback.,,,,,other
252460025114,25246002520,252460025,20,1,California,Pac-10,17,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 13, 'minutes': 7}",30,70,1,10,3,False,Rush,Marshawn Lynch rush for 3 yards to the CCD 33.,-0.3563521541303736,,,,run
252460025115,25246002520,252460025,20,2,California,Pac-10,17,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 13, 'minutes': 7}",33,67,2,7,0,False,Penalty,CALIFORNIA PENALTY 4 yard false start ACCEPTED.,,,,,other
252460025116,25246002520,252460025,20,3,California,Pac-10,17,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 50, 'minutes': 5}",29,71,2,11,0,False,Rush,Joseph Ayoob rush for no gain to the CCD 29.,-0.39520313969106446,,,,run
252460025117,25246002520,252460025,20,4,California,Pac-10,17,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 38, 'minutes': 5}",29,71,3,11,0,False,Pass,Joseph Ayoob pass incomplete to Noah Smith.,-0.18530286564015608,,,,pass
252460025118,25246002520,252460025,20,5,California,Pac-10,17,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 28, 'minutes': 5}",29,71,4,11,11,False,Punt,"David Lonie punt for 51 yards, returned by #09 for 11 yards to the SES 31.",,,,,other
252460025121,25246002522,252460025,22,1,California,Pac-10,17,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 13, 'minutes': 5}",72,28,1,10,0,False,Pass,"Joseph Ayoob pass intercepted by Tyson Butler at the SES 25, returned for no gain, fumbled by Tyson Butler at the SES 25, recovered by Chris Manderino to the SES 25.",-0.512081873784803,,,,pass
252460025122,25246002524,252460025,23,1,California,Pac-10,17,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 37, 'minutes': 4}",75,25,1,10,4,False,Rush,Marshawn Lynch rush for 4 yards to the SES 21.,-0.0356690725209355,,,,run
252460025123,25246002524,252460025,23,2,California,Pac-10,17,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 33, 'minutes': 3}",79,21,2,6,6,False,Rush,Marshawn Lynch rush for 6 yards to the SES 15 for a 1ST DOWN.,0.17755434522191,,,,run
252460025124,25246002524,252460025,23,3,California,Pac-10,17,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 26, 'minutes': 3}",85,15,1,10,3,False,Rush,Chris Manderino rush for 3 yards to the SES 12.,-0.103053233199689,,,,run
252460025125,25246002524,252460025,23,4,California,Pac-10,17,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 0, 'minutes': 3}",88,12,2,7,2,False,Rush,Marshawn Lynch rush for 2 yards to the SES 10.,-0.178504342143816,,,,run
252460025126,25246002524,252460025,23,5,California,Pac-10,17,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 27, 'minutes': 2}",90,10,2,7,0,False,Pass,Daymeion Hughes pass incomplete to Craig Stevens.,-0.3051840415958636,,,,pass
252460025127,25246002524,252460025,23,6,California,Pac-10,17,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 23, 'minutes': 2}",90,10,3,7,0,False,Pass,Daymeion Hughes pass incomplete to Eric Beegun.,-0.3837503518444549,,,,pass
252460025128,25246002524,252460025,23,7,California,Pac-10,20,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 20, 'minutes': 2}",90,10,4,7,27,True,Field Goal Good,Anthony Felder 27 yard field goal GOOD.,-0.6735355324566985,,,,other
252460025129,25246002524,252460025,23,8,California,Pac-10,20,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 20, 'minutes': 2}",35,65,-1,-1,0,False,Kickoff,David Lonie kickoff for 65 yards for a touchback.,,,,,other
252460025136,25246002526,252460025,25,1,California,Pac-10,26,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 13, 'minutes': 0}",53,47,1,10,47,True,Pass,Daymeion Hughes pass complete to Noah Smith for 47 yards for a TOUCHDOWN.,,,,,pass
252460025137,25246002526,252460025,25,2,California,Pac-10,27,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 13, 'minutes': 0}",97,3,-1,-1,0,True,Extra Point Good,Anthony Felder extra point GOOD.,,,,,other
252460025138,25246002526,252460025,25,3,California,Pac-10,27,Sacramento State,California,Sacramento State,Big Sky,3,3,"{'seconds': 13, 'minutes': 0}",35,65,-1,-1,0,False,Kickoff,David Lonie kickoff for 65 yards for a touchback.,,,,,other
252460025144,25246002528,252460025,27,1,California,Pac-10,27,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 45, 'minutes': 13}",88,12,1,10,10,False,Rush,Marshawn Lynch rush for 10 yards to the SES 2 for a 1ST DOWN.,1.3168592443638274,,,,run
252460025145,25246002528,252460025,27,2,California,Pac-10,34,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 19, 'minutes': 13}",98,2,1,2,2,True,Rush,Chris Manderino rush for 2 yards for a TOUCHDOWN.,,,,,run
252460025146,25246002528,252460025,27,3,California,Pac-10,34,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 19, 'minutes': 13}",97,3,-1,-1,0,True,Extra Point Good,Anthony Felder extra point GOOD.,,,,,other
252460025147,25246002528,252460025,27,4,California,Pac-10,34,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 13, 'minutes': 13}",35,65,-1,-1,16,False,Kickoff,David Lonie kickoff for 61 yards returned by Ryan Coogler for 16 yards to the SES 20.,,,,,other
252460025159,25246002532,252460025,30,1,California,Pac-10,34,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 30, 'minutes': 10}",37,63,1,10,0,False,Pass,Daymeion Hughes pass incomplete.,-1.065701080215459,,,,pass
252460025160,25246002532,252460025,30,2,California,Pac-10,34,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 23, 'minutes': 10}",37,63,2,10,0,False,Pass,"Daymeion Hughes, fumbled by Daymeion Hughes at the CCD 27, recovered by James Henderson to the CCD 27.",-0.6622137678957802,,,,pass
252460025168,25246002534,252460025,32,1,California,Pac-10,34,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 12, 'minutes': 8}",12,88,1,10,17,False,Rush,Bernard Hicks rush for 17 yards to the CCD 29 for a 1ST DOWN.,0.9556431188293519,,,,run
252460025169,25246002534,252460025,32,2,California,Pac-10,34,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 51, 'minutes': 7}",29,71,1,10,2,False,Rush,Daymeion Hughes rush for 2 yards to the CCD 31.,-0.5291040057203755,,,,run
252460025170,25246002534,252460025,32,3,California,Pac-10,34,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 20, 'minutes': 7}",31,69,2,8,0,False,Pass,"Daymeion Hughes pass incomplete, broken up by #44.",-0.5871164593471976,,,,pass
252460025171,25246002534,252460025,32,4,California,Pac-10,34,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 55, 'minutes': 6}",31,69,3,8,5,False,Pass,Daymeion Hughes pass complete to Desean Jackson for 5 yards to the CCD 36.,0.03252268546642067,,,,pass
252460025172,25246002534,252460025,32,5,California,Pac-10,34,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 32, 'minutes': 6}",36,64,4,3,0,False,Punt,David Lonie punt for 47 yards downed at the SES 17.,,,,,other
252460025177,25246002536,252460025,34,1,California,Pac-10,41,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 22, 'minutes': 5}",97,3,-1,-1,0,True,Extra Point Good,Anthony Felder extra point GOOD.,,,,,other
252460025178,25246002536,252460025,34,2,California,Pac-10,41,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 17, 'minutes': 5}",35,65,-1,-1,14,False,Kickoff,David Lonie kickoff for 60 yards returned by Ryan Coogler for 14 yards to the SES 19.,,,,,other
252460025186,25246002538,252460025,36,1,California,Pac-10,41,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 0, 'minutes': 3}",37,63,1,10,48,False,Rush,Bernard Hicks rush for 48 yards to the SES 15 for a 1ST DOWN.,2.492311704012667,,,,run
252460025187,25246002538,252460025,36,2,California,Pac-10,41,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 0, 'minutes': 3}",89,11,1,10,0,False,Timeout,"Timeout CALIFORNIA, clock 03:00.",,,,,other
252460025188,25246002538,252460025,36,3,California,Pac-10,41,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 42, 'minutes': 2}",89,11,1,10,2,False,Rush,Terrell Williams rush for 2 yards to the SES 9.,-0.165648229401373,,,,run
252460025189,25246002538,252460025,36,4,California,Pac-10,41,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 15, 'minutes': 2}",91,9,2,8,3,False,Rush,Terrell Williams rush for 3 yards to the SES 6.,-0.087749717977609,,,,run
252460025190,25246002538,252460025,36,5,California,Pac-10,41,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 23, 'minutes': 1}",94,6,3,5,3,False,Rush,Terrell Williams rush for 3 yards to the SES 3.,-0.093767601910681,,,,run
252460025191,25246002538,252460025,36,6,California,Pac-10,41,Sacramento State,California,Sacramento State,Big Sky,3,4,"{'seconds': 6, 'minutes': 1}",97,3,4,2,-3,False,Rush,Terrell Williams rush for a loss of 3 yards to the SES 6.,-4.131095037342412,,,,run
252530264002,25253026401,252530264,1,1,California,Pac-10,0,Washington,Washington,California,Pac-10,0,1,"{'seconds': 50, 'minutes': 14}",80,80,1,10,0,False,Pass,"Joseph Ayoob pass intercepted by Casey Paus at the Wash 44, returned for no gain to the Wash 44.",-0.5586693796725282,,,,pass
252530264007,25253026403,252530264,3,1,California,Pac-10,0,Washington,Washington,California,Pac-10,7,1,"{'seconds': 0, 'minutes': 14}",83,83,1,10,3,False,Rush,Marshawn Lynch rush for 3 yards to the Cal 20.,-0.204908473427289,,,,run
252530264008,25253026403,252530264,3,2,California,Pac-10,0,Washington,Washington,California,Pac-10,7,1,"{'seconds': 40, 'minutes': 13}",80,80,2,7,5,False,Rush,Marshawn Lynch rush for 5 yards to the Cal 25.,0.06344481044566216,,,,run
252530264009,25253026403,252530264,3,3,California,Pac-10,0,Washington,Washington,California,Pac-10,7,1,"{'seconds': 10, 'minutes': 13}",75,75,3,2,1,False,Rush,Chris Manderino rush for 1 yard to the Cal 26.,-0.3458905969021515,,,,run
252530264010,25253026403,252530264,3,4,California,Pac-10,0,Washington,Washington,California,Pac-10,7,1,"{'seconds': 10, 'minutes': 13}",74,74,4,1,-1,False,Punt,"David Lonie punt for 35 yards, returned by Anthony Russo for a loss of 1 yard to the Wash 38, WASHINGTON penalty 11 yard illegal block accepted.",,,,,other
252530264015,25253026405,252530264,5,1,California,Pac-10,0,Washington,Washington,California,Pac-10,7,1,"{'seconds': 3, 'minutes': 10}",61,61,1,10,0,False,Pass,Joseph Ayoob pass incomplete to Lavelle Hawkins.,-1.1077677360468863,,,,pass
252530264016,25253026405,252530264,5,2,California,Pac-10,0,Washington,Washington,California,Pac-10,7,1,"{'seconds': 57, 'minutes': 9}",61,61,2,10,0,False,Pass,Joseph Ayoob pass incomplete to Craig Stevens.,-0.7257152293373617,,,,pass
252530264017,25253026405,252530264,5,3,California,Pac-10,0,Washington,Washington,California,Pac-10,7,1,"{'seconds': 53, 'minutes': 9}",61,61,3,10,11,False,Pass,Joseph Ayoob pass complete to Robert Jordan for 11 yards to the 50 yard line for a 1ST down.,2.847087069727741,,,,pass
252530264018,25253026405,252530264,5,4,California,Pac-10,0,Washington,Washington,California,Pac-10,7,1,"{'seconds': 53, 'minutes': 9}",50,50,1,10,0,False,Penalty,"CALIFORNIA penalty 10 yard holding accepted, no play.",,,,,other
